#delta m_41^2 (eV)	sin^2 2 theta_24	g^2	log10(Bayes Factor)
1.678804	0.021135044593526636	0.0	-0.20791380827219025
2.113489	0.021135044593526636	0.0	-0.3753778169523916
2.660725	0.021135044593526636	0.0	-0.3206961635433215
3.349654	0.021135044593526636	0.0	-0.3193894192197462
4.216965	0.021135044593526636	0.0	-0.30126214994878153
5.308844	0.021135044593526636	0.0	-0.25365028520872435
6.683439	0.021135044593526636	0.0	-0.16394884024215065
8.413951	0.021135044593526636	0.0	-0.06506452074725075
10.592537	0.021135044593526636	0.0	0.02560043692802525
13.335214	0.021135044593526636	0.0	0.10592058256028379
16.78804	0.021135044593526636	0.0	0.19164505832483908
21.13489	0.021135044593526636	0.0	0.2063239338647452
26.607251	0.021135044593526636	0.0	0.22287725913194179
33.496544	0.021135044593526636	0.0	0.2232652143925895
42.16965	0.021135044593526636	0.0	0.22426824789929206
0.010593	0.026607430222152728	0.0	0.1663751735431365
0.013335	0.026607430222152728	0.0	0.15984728015679447
0.016788	0.026607430222152728	0.0	0.22040843397662935
0.021135	0.026607430222152728	0.0	0.2092266713227996
0.026607	0.026607430222152728	0.0	0.23966283640224878
0.033497	0.026607430222152728	0.0	0.2177021105408507
0.04217	0.026607430222152728	0.0	0.34389609611122607
0.053088	0.026607430222152728	0.0	0.5141228604522189
0.066834	0.026607430222152728	0.0	0.8213971202190105
0.08414	0.026607430222152728	0.0	1.1961215169960924
0.105925	0.026607430222152728	0.0	1.4937501354064577
0.133352	0.026607430222152728	0.0	1.654264876479191
0.16788	0.026607430222152728	0.0	1.564494778240965
0.211349	0.026607430222152728	0.0	1.4232245550515015
0.266073	0.026607430222152728	0.0	1.2450985994687431
0.334965	0.026607430222152728	0.0	0.9899804056668259
0.421697	0.026607430222152728	0.0	0.8159590671203507
0.530884	0.026607430222152728	0.0	0.6232133478197536
0.668344	0.026607430222152728	0.0	0.43945896180930827
0.841395	0.026607430222152728	0.0	0.23459384675439568
1.059254	0.026607430222152728	0.0	0.011203987432780324
1.333521	0.026607430222152728	0.0	-0.10579029469812526
1.678804	0.026607430222152728	0.0	-0.25769196428853114
2.113489	0.026607430222152728	0.0	-0.3277791895081766
2.660725	0.026607430222152728	0.0	-0.3834841188897624
3.349654	0.026607430222152728	0.0	-0.47202006946992947
4.216965	0.026607430222152728	0.0	-0.47024186374264265
5.308844	0.026607430222152728	0.0	-0.32059667536348246
6.683439	0.026607430222152728	0.0	-0.22069906432627595
8.413951	0.026607430222152728	0.0	-0.18464011899004237
10.592537	0.026607430222152728	0.0	-0.027057742945018896
13.335214	0.026607430222152728	0.0	0.09503628556895645
16.78804	0.026607430222152728	0.0	0.22287053191046224
21.13489	0.026607430222152728	0.0	0.22087758059074286
26.607251	0.026607430222152728	0.0	0.25908789918757535
33.496544	0.026607430222152728	0.0	0.2723975223991597
42.16965	0.026607430222152728	0.0	0.2686261004323588
0.010593	0.03349651297506523	0.0	0.2140684467837764
0.013335	0.03349651297506523	0.0	0.1951057295608152
0.016788	0.03349651297506523	0.0	0.1908133105618012
0.021135	0.03349651297506523	0.0	0.20112304463958464
0.026607	0.03349651297506523	0.0	0.24119619558672867
0.033497	0.03349651297506523	0.0	0.2727420655833223
0.04217	0.03349651297506523	0.0	0.4010218459478429
0.053088	0.03349651297506523	0.0	0.6825301958335874
0.066834	0.03349651297506523	0.0	0.9707752956648027
0.08414	0.03349651297506523	0.0	1.4751539931269722
0.105925	0.03349651297506523	0.0	1.9681714383687452
0.133352	0.03349651297506523	0.0	2.1316254019792145
0.16788	0.03349651297506523	0.0	2.164233677881079
0.211349	0.03349651297506523	0.0	1.9183444068514466
0.266073	0.03349651297506523	0.0	1.7000226164734422
0.334965	0.03349651297506523	0.0	1.413888839266026
0.421697	0.03349651297506523	0.0	1.212933025989995
0.530884	0.03349651297506523	0.0	0.9545069848370628
0.668344	0.03349651297506523	0.0	0.7216023414293377
0.841395	0.03349651297506523	0.0	0.44336343423347235
1.059254	0.03349651297506523	0.0	0.137616926909247
1.333521	0.03349651297506523	0.0	-0.03633421227737623
1.678804	0.03349651297506523	0.0	-0.22761460028118818
2.113489	0.03349651297506523	0.0	-0.3878818586434437
2.660725	0.03349651297506523	0.0	-0.4482761782379805
3.349654	0.03349651297506523	0.0	-0.5212892757829638
4.216965	0.03349651297506523	0.0	-0.4727901734739874
5.308844	0.03349651297506523	0.0	-0.4229432382405439
6.683439	0.03349651297506523	0.0	-0.34467116024082906
8.413951	0.03349651297506523	0.0	-0.16197755153119117
10.592537	0.03349651297506523	0.0	-0.008915994296094775
13.335214	0.03349651297506523	0.0	0.10924898941189075
16.78804	0.03349651297506523	0.0	0.18672970469272945
21.13489	0.03349651297506523	0.0	0.24412926417136607
26.607251	0.03349651297506523	0.0	0.2591385162095528
33.496544	0.03349651297506523	0.0	0.26201482250550434
42.16965	0.03349651297506523	0.0	0.2703796729766429
0.010593	0.0421697016289099	0.0	0.20809277185998276
0.013335	0.0421697016289099	0.0	0.18920094018240297
0.016788	0.0421697016289099	0.0	0.21017494463813927
0.021135	0.0421697016289099	0.0	0.21050344064125334
0.026607	0.0421697016289099	0.0	0.2440183844472654
0.033497	0.0421697016289099	0.0	0.3195456257766061
0.04217	0.0421697016289099	0.0	0.41948234068897705
0.053088	0.0421697016289099	0.0	0.8536307172425545
0.066834	0.0421697016289099	0.0	1.3717919759210473
0.08414	0.0421697016289099	0.0	2.0139742364155406
0.105925	0.0421697016289099	0.0	2.5231810768348986
0.133352	0.0421697016289099	0.0	2.7731581794190547
0.16788	0.0421697016289099	0.0	2.7155146984445544
0.211349	0.0421697016289099	0.0	2.505911617338719
0.266073	0.0421697016289099	0.0	2.2435166588034314
0.334965	0.0421697016289099	0.0	1.8859617903622634
0.421697	0.0421697016289099	0.0	1.7081635751105098
0.530884	0.0421697016289099	0.0	1.4160703004486976
0.668344	0.0421697016289099	0.0	1.0674467197426751
0.841395	0.0421697016289099	0.0	0.7438889662128616
1.059254	0.0421697016289099	0.0	0.3459602500113033
1.333521	0.0421697016289099	0.0	0.09585082658449987
1.678804	0.0421697016289099	0.0	-0.25525074723336305
2.113489	0.0421697016289099	0.0	-0.37600611077939916
2.660725	0.0421697016289099	0.0	-0.5051441569280257
3.349654	0.0421697016289099	0.0	-0.6127843222161269
4.216965	0.0421697016289099	0.0	-0.522125010369052
5.308844	0.0421697016289099	0.0	-0.5557170892179123
6.683439	0.0421697016289099	0.0	-0.37560227771253707
8.413951	0.0421697016289099	0.0	-0.20073837312753823
10.592537	0.0421697016289099	0.0	-0.10221621180093853
13.335214	0.0421697016289099	0.0	0.08650461824431287
16.78804	0.0421697016289099	0.0	0.03649354141152013
21.13489	0.0421697016289099	0.0	0.2335458985123923
26.607251	0.0421697016289099	0.0	0.2248758432511656
33.496544	0.0421697016289099	0.0	0.2747214756011173
42.16965	0.0421697016289099	0.0	0.2637039370629007
0.010593	0.053088320354612105	0.0	0.2517091013087571
0.013335	0.053088320354612105	0.0	0.19203366502723268
0.016788	0.053088320354612105	0.0	0.16847570829193956
0.021135	0.053088320354612105	0.0	0.16200237097854012
0.026607	0.053088320354612105	0.0	0.2534263277479015
0.033497	0.053088320354612105	0.0	0.29048815024470015
0.04217	0.053088320354612105	0.0	0.6500860528452743
0.053088	0.053088320354612105	0.0	1.0876157637189379
0.066834	0.053088320354612105	0.0	1.8105495545546157
0.08414	0.053088320354612105	0.0	2.2406058738686125
0.105925	0.053088320354612105	0.0	3.2291904768550523
0.133352	0.053088320354612105	0.0	3.517478854131307
0.16788	0.053088320354612105	0.0	3.489216072357078
0.211349	0.053088320354612105	0.0	3.2244363854499136
0.266073	0.053088320354612105	0.0	2.8975759613596637
0.334965	0.053088320354612105	0.0	2.5408727791410666
0.421697	0.053088320354612105	0.0	2.1388090713472585
0.530884	0.053088320354612105	0.0	1.879361400198067
0.668344	0.053088320354612105	0.0	1.5239787554960678
0.841395	0.053088320354612105	0.0	0.9333178004944624
1.059254	0.053088320354612105	0.0	0.6888496626121359
1.333521	0.053088320354612105	0.0	0.2857647938600859
1.678804	0.053088320354612105	0.0	-0.10128445470486243
2.113489	0.053088320354612105	0.0	-0.3949168299239211
2.660725	0.053088320354612105	0.0	-0.5170479819302323
3.349654	0.053088320354612105	0.0	-0.6003049614805578
4.216965	0.053088320354612105	0.0	-0.6804664072232479
5.308844	0.053088320354612105	0.0	-0.6835983088505174
6.683439	0.053088320354612105	0.0	-0.48212673179073484
8.413951	0.053088320354612105	0.0	-0.2825718482826816
10.592537	0.053088320354612105	0.0	-0.12252067313973905
13.335214	0.053088320354612105	0.0	0.05111294466499844
16.78804	0.053088320354612105	0.0	0.2043707118041478
21.13489	0.053088320354612105	0.0	0.14179913065460292
26.607251	0.053088320354612105	0.0	0.2828159082702136
33.496544	0.053088320354612105	0.0	0.31212985640849317
42.16965	0.053088320354612105	0.0	0.3525480239209137
0.010593	0.06683468498470534	0.0	0.22688613160672866
0.013335	0.06683468498470534	0.0	0.19474510010892157
0.016788	0.06683468498470534	0.0	0.2059183636197624
0.021135	0.06683468498470534	0.0	0.21951855155424158
0.026607	0.06683468498470534	0.0	0.28992148280468205
0.033497	0.06683468498470534	0.0	0.31720259836088166
0.04217	0.06683468498470534	0.0	0.7982067242757083
0.053088	0.06683468498470534	0.0	1.481451449861097
0.066834	0.06683468498470534	0.0	2.403812489399655
0.08414	0.06683468498470534	0.0	3.3464342959093356
0.105925	0.06683468498470534	0.0	4.075994990587182
0.133352	0.06683468498470534	0.0	4.429449068126673
0.16788	0.06683468498470534	0.0	4.050215578490498
0.211349	0.06683468498470534	0.0	4.015019489431081
0.266073	0.06683468498470534	0.0	3.4987930995285343
0.334965	0.06683468498470534	0.0	3.2457762439202074
0.421697	0.06683468498470534	0.0	2.4966545783415897
0.530884	0.06683468498470534	0.0	2.5164691728766484
0.668344	0.06683468498470534	0.0	2.1015014685745164
0.841395	0.06683468498470534	0.0	1.5793201065660116
1.059254	0.06683468498470534	0.0	1.0386652904692195
1.333521	0.06683468498470534	0.0	0.5808113491718587
1.678804	0.06683468498470534	0.0	0.06809796733319845
2.113489	0.06683468498470534	0.0	-0.2660215196473187
2.660725	0.06683468498470534	0.0	-0.5559832639629071
3.349654	0.06683468498470534	0.0	-0.6714390796063215
4.216965	0.06683468498470534	0.0	-0.7516541607177122
5.308844	0.06683468498470534	0.0	-0.7455794275654146
6.683439	0.06683468498470534	0.0	-0.5236106058463422
8.413951	0.06683468498470534	0.0	-0.3066520788758913
10.592537	0.06683468498470534	0.0	-0.12147897873849628
13.335214	0.06683468498470534	0.0	0.11918870024814046
16.78804	0.06683468498470534	0.0	0.27946146546445017
21.13489	0.06683468498470534	0.0	0.3383122460120705
26.607251	0.06683468498470534	0.0	0.331610213567276
33.496544	0.06683468498470534	0.0	0.29820807775301145
42.16965	0.06683468498470534	0.0	0.35139658330383294
0.010593	0.08413950463097145	0.0	0.26635413662264773
0.013335	0.08413950463097145	0.0	0.20294374173891702
0.016788	0.08413950463097145	0.0	0.25804199647287135
0.021135	0.08413950463097145	0.0	0.2663477915802204
0.026607	0.08413950463097145	0.0	0.2953031167072232
0.033497	0.08413950463097145	0.0	0.2973349721265856
0.04217	0.08413950463097145	0.0	1.0458341373665387
0.053088	0.08413950463097145	0.0	1.9619378489811368
0.066834	0.08413950463097145	0.0	3.165434578996235
0.08414	0.08413950463097145	0.0	4.365209761422899
0.105925	0.08413950463097145	0.0	5.232093111824733
0.133352	0.08413950463097145	0.0	5.55686670750004
0.16788	0.08413950463097145	0.0	5.387321637835647
0.211349	0.08413950463097145	0.0	4.947258926110977
0.266073	0.08413950463097145	0.0	4.494581670807109
0.334965	0.08413950463097145	0.0	4.066415553081561
0.421697	0.08413950463097145	0.0	3.6910452040639505
0.530884	0.08413950463097145	0.0	3.041454570236363
0.668344	0.08413950463097145	0.0	2.7682543302477627
0.841395	0.08413950463097145	0.0	2.197393021365239
1.059254	0.08413950463097145	0.0	1.56027936399645
1.333521	0.08413950463097145	0.0	0.9885025710320109
1.678804	0.08413950463097145	0.0	0.36135201560035696
2.113489	0.08413950463097145	0.0	-0.2821341272173237
2.660725	0.08413950463097145	0.0	-0.49869654721960416
3.349654	0.08413950463097145	0.0	-0.717790534901051
4.216965	0.08413950463097145	0.0	-0.8150622668694357
5.308844	0.08413950463097145	0.0	-0.7896616941922507
6.683439	0.08413950463097145	0.0	-0.6169291679502369
8.413951	0.08413950463097145	0.0	-0.4006749015975955
10.592537	0.08413950463097145	0.0	-0.1605739595379516
13.335214	0.08413950463097145	0.0	0.1425149304766188
16.78804	0.08413950463097145	0.0	0.29065679982069403
21.13489	0.08413950463097145	0.0	0.30239444638264223
26.607251	0.08413950463097145	0.0	0.4123583129819979
33.496544	0.08413950463097145	0.0	0.3849827166613087
42.16965	0.08413950463097145	0.0	0.41753439530642267
0.010593	0.10592533563095309	0.0	0.23768134177106442
0.013335	0.10592533563095309	0.0	0.25596183882112944
0.016788	0.10592533563095309	0.0	0.27735459001611873
0.021135	0.10592533563095309	0.0	0.27106631861011726
0.026607	0.10592533563095309	0.0	0.3804803075943109
0.033497	0.10592533563095309	0.0	0.6551508776090501
0.04217	0.10592533563095309	0.0	1.3510391967316164
0.053088	0.10592533563095309	0.0	2.6124396804042087
0.066834	0.10592533563095309	0.0	4.171990656794238
0.08414	0.10592533563095309	0.0	5.75801388829671
0.105925	0.10592533563095309	0.0	6.770512113484371
0.133352	0.10592533563095309	0.0	7.168658697855646
0.16788	0.10592533563095309	0.0	6.586329256880965
0.211349	0.10592533563095309	0.0	6.3372143808465715
0.266073	0.10592533563095309	0.0	5.727902254111819
0.334965	0.10592533563095309	0.0	5.237761975068865
0.421697	0.10592533563095309	0.0	4.879552568385214
0.530884	0.10592533563095309	0.0	4.4515357437307
0.668344	0.10592533563095309	0.0	3.901629256516686
0.841395	0.10592533563095309	0.0	3.2057162173523492
1.059254	0.10592533563095309	0.0	2.3411867560713064
1.333521	0.10592533563095309	0.0	1.6455745830950501
1.678804	0.10592533563095309	0.0	0.8535620987144883
2.113489	0.10592533563095309	0.0	0.16492490792198092
2.660725	0.10592533563095309	0.0	-0.3504478197182623
3.349654	0.10592533563095309	0.0	-0.6799834934740977
4.216965	0.10592533563095309	0.0	-0.8331131828274497
5.308844	0.10592533563095309	0.0	-0.8703028703054326
6.683439	0.10592533563095309	0.0	-0.6284418933998198
8.413951	0.10592533563095309	0.0	-0.3753980073028255
10.592537	0.10592533563095309	0.0	-0.14371764872550177
13.335214	0.10592533563095309	0.0	-0.018868816482538842
16.78804	0.10592533563095309	0.0	0.3499734046296225
21.13489	0.10592533563095309	0.0	0.45696389143064514
26.607251	0.10592533563095309	0.0	0.43932523819530983
33.496544	0.10592533563095309	0.0	0.3999152462361893
42.16965	0.10592533563095309	0.0	0.44602275397746444
0.010593	0.13335225137600618	0.0	0.2504646565286091
0.013335	0.13335225137600618	0.0	0.28751121791715567
0.016788	0.13335225137600618	0.0	0.30492542776413856
0.021135	0.13335225137600618	0.0	0.32644257392775955
0.026607	0.13335225137600618	0.0	0.43805991253649695
0.033497	0.13335225137600618	0.0	0.812484880640041
0.04217	0.13335225137600618	0.0	1.8880350948470754
0.053088	0.13335225137600618	0.0	3.529299481339826
0.066834	0.13335225137600618	0.0	5.689897552237179
0.08414	0.13335225137600618	0.0	7.675948484258914
0.105925	0.13335225137600618	0.0	9.080142969768984
0.133352	0.13335225137600618	0.0	9.583680629909235
0.16788	0.13335225137600618	0.0	9.183969126173476
0.211349	0.13335225137600618	0.0	8.702223737751055
0.266073	0.13335225137600618	0.0	8.059593880334653
0.334965	0.13335225137600618	0.0	7.197715747779116
0.421697	0.13335225137600618	0.0	6.8114174421458875
0.530884	0.13335225137600618	0.0	6.350993893315485
0.668344	0.13335225137600618	0.0	5.639407652709242
0.841395	0.13335225137600618	0.0	4.762599248909947
1.059254	0.13335225137600618	0.0	3.614324286979283
1.333521	0.13335225137600618	0.0	2.7155791303738512
1.678804	0.13335225137600618	0.0	1.6828080083702923
2.113489	0.13335225137600618	0.0	0.6375121635725378
2.660725	0.13335225137600618	0.0	0.03996277693475848
3.349654	0.13335225137600618	0.0	-0.43213178031196064
4.216965	0.13335225137600618	0.0	-0.7549340091031402
5.308844	0.13335225137600618	0.0	-0.881219730697072
6.683439	0.13335225137600618	0.0	-0.7129264714473568
8.413951	0.13335225137600618	0.0	-0.45643254998614374
10.592537	0.13335225137600618	0.0	-0.12111470121302312
13.335214	0.13335225137600618	0.0	0.27214472392415395
16.78804	0.13335225137600618	0.0	0.4913265997798589
21.13489	0.13335225137600618	0.0	0.5432260063919299
26.607251	0.13335225137600618	0.0	0.5470727480506857
33.496544	0.13335225137600618	0.0	0.5632309999707075
42.16965	0.13335225137600618	0.0	0.588513114485045
0.010593	0.16788012532534685	0.0	0.23349986329732803
0.013335	0.16788012532534685	0.0	0.32150265659981947
0.016788	0.16788012532534685	0.0	0.32746864675658743
0.021135	0.16788012532534685	0.0	0.40031396331424224
0.026607	0.16788012532534685	0.0	0.5634824347610445
0.033497	0.16788012532534685	0.0	1.1952810268853578
0.04217	0.16788012532534685	0.0	2.5855898105825905
0.053088	0.16788012532534685	0.0	4.850112561930648
0.066834	0.16788012532534685	0.0	7.714472241869226
0.08414	0.16788012532534685	0.0	10.565422879903752
0.105925	0.16788012532534685	0.0	12.523989459580571
0.133352	0.16788012532534685	0.0	13.476090907066853
0.16788	0.16788012532534685	0.0	13.354050479177795
0.211349	0.16788012532534685	0.0	12.83592005106459
0.266073	0.16788012532534685	0.0	12.010677771948918
0.334965	0.16788012532534685	0.0	11.16820310905712
0.421697	0.16788012532534685	0.0	10.266247938618854
0.530884	0.16788012532534685	0.0	9.59509774108567
0.668344	0.16788012532534685	0.0	8.478326813564198
0.841395	0.16788012532534685	0.0	7.272556656166862
1.059254	0.16788012532534685	0.0	5.829042394690421
1.333521	0.16788012532534685	0.0	4.458867077565709
1.678804	0.16788012532534685	0.0	3.062320140045748
2.113489	0.16788012532534685	0.0	1.8390521059695253
2.660725	0.16788012532534685	0.0	0.7303257019951969
3.349654	0.16788012532534685	0.0	0.03138359345092687
4.216965	0.16788012532534685	0.0	-0.544595163657967
5.308844	0.16788012532534685	0.0	-0.7882380247651334
6.683439	0.16788012532534685	0.0	-0.5838333052904447
8.413951	0.16788012532534685	0.0	-0.3649918728790984
10.592537	0.16788012532534685	0.0	-0.13855833016814476
13.335214	0.16788012532534685	0.0	0.3931959288711278
16.78804	0.16788012532534685	0.0	0.4823837641545117
21.13489	0.16788012532534685	0.0	0.7841947600279661
26.607251	0.16788012532534685	0.0	0.7214120031865981
33.496544	0.16788012532534685	0.0	0.6907836931995114
42.16965	0.16788012532534685	0.0	0.657681290064867
0.010593	0.2113491084632907	0.0	0.27533002205811763
0.013335	0.2113491084632907	0.0	0.3129769043660706
0.016788	0.2113491084632907	0.0	0.36005507764616124
0.021135	0.2113491084632907	0.0	0.5020774337340836
0.026607	0.2113491084632907	0.0	0.8341193123713669
0.033497	0.2113491084632907	0.0	1.604370329541599
0.04217	0.2113491084632907	0.0	3.523030714099124
0.053088	0.2113491084632907	0.0	6.484703449126086
0.066834	0.2113491084632907	0.0	10.739018601172052
0.08414	0.2113491084632907	0.0	14.824333996734063
0.105925	0.2113491084632907	0.0	17.941728564187944
0.133352	0.2113491084632907	0.0	19.75223843532561
0.16788	0.2113491084632907	0.0	20.15461331077268
0.211349	0.2113491084632907	0.0	19.624701754534264
0.266073	0.2113491084632907	0.0	18.51520429545095
0.334965	0.2113491084632907	0.0	17.214145225314795
0.421697	0.2113491084632907	0.0	15.849028678888818
0.530884	0.2113491084632907	0.0	14.41767141004014
0.668344	0.2113491084632907	0.0	12.774576919629524
0.841395	0.2113491084632907	0.0	10.973309464793784
1.059254	0.2113491084632907	0.0	8.80241150961761
1.333521	0.2113491084632907	0.0	6.843861797938419
1.678804	0.2113491084632907	0.0	5.053050447449736
2.113489	0.2113491084632907	0.0	3.318081584776645
2.660725	0.2113491084632907	0.0	1.82122770064146
3.349654	0.2113491084632907	0.0	0.7493412858854602
4.216965	0.2113491084632907	0.0	-0.3033828707051196
5.308844	0.2113491084632907	0.0	-0.5581612377608381
6.683439	0.2113491084632907	0.0	-0.47159378772111604
8.413951	0.2113491084632907	0.0	-0.2996375324649554
10.592537	0.2113491084632907	0.0	0.029035675879308023
13.335214	0.2113491084632907	0.0	0.48939788061391504
