# three neutrino -2 Delta LLH= 9.061465020000469
# delta m_41^2 (eV)	sin^2 2 theta_24	g^2	-2 Delta LLH
2.113489	0.01333512132513612	0.0	7.066681940000308
2.660725	0.01333512132513612	0.0	7.101777400000174
3.349654	0.01333512132513612	0.0	7.282931080000708
4.216965	0.01333512132513612	0.0	7.394346959999893
5.308844	0.01333512132513612	0.0	7.584104560000014
6.683439	0.01333512132513612	0.0	7.924436719999903
8.413951	0.01333512132513612	0.0	8.227052340000228
10.592537	0.01333512132513612	0.0	8.511241320000408
13.335214	0.01333512132513612	0.0	8.783969800000705
16.78804	0.01333512132513612	0.0	8.995130600000266
21.13489	0.01333512132513612	0.0	9.085395619999872
26.607251	0.01333512132513612	0.0	9.123365140000715
33.496544	0.01333512132513612	0.0	9.15140726000027
42.16965	0.01333512132513612	0.0	9.187204600000769
0.010593	0.016788047825962514	0.0	9.087514360000569
0.013335	0.016788047825962514	0.0	9.116480120000233
0.016788	0.016788047825962514	0.0	9.124592959999973
0.021135	0.016788047825962514	0.0	9.159310699999878
0.026607	0.016788047825962514	0.0	9.130065000000286
0.033497	0.016788047825962514	0.0	9.22141462000036
0.04217	0.016788047825962514	0.0	9.489062260000537
0.053088	0.016788047825962514	0.0	9.970241900000474
0.066834	0.016788047825962514	0.0	10.605726020000475
0.08414	0.016788047825962514	0.0	11.37754036000024
0.105925	0.016788047825962514	0.0	12.018043320000288
0.133352	0.016788047825962514	0.0	12.21480542000063
0.16788	0.016788047825962514	0.0	11.824659120000433
0.211349	0.016788047825962514	0.0	11.223000920000231
0.266073	0.016788047825962514	0.0	10.551368160000493
0.334965	0.016788047825962514	0.0	9.981893860000127
0.421697	0.016788047825962514	0.0	9.394995560000098
0.530884	0.016788047825962514	0.0	8.932968340000116
0.668344	0.016788047825962514	0.0	8.409973640000317
0.841395	0.016788047825962514	0.0	7.902602019999904
1.059254	0.016788047825962514	0.0	7.409693999999945
1.333521	0.016788047825962514	0.0	7.132036660000267
1.678804	0.016788047825962514	0.0	6.858675320000657
2.113489	0.016788047825962514	0.0	6.767728300000272
2.660725	0.016788047825962514	0.0	6.76065084000038
3.349654	0.016788047825962514	0.0	6.888066460000118
4.216965	0.016788047825962514	0.0	7.057784980000179
5.308844	0.016788047825962514	0.0	7.302277520000644
6.683439	0.016788047825962514	0.0	7.635128120000445
8.413951	0.016788047825962514	0.0	8.055622060000132
10.592537	0.016788047825962514	0.0	8.399742900000092
13.335214	0.016788047825962514	0.0	8.736310799999956
16.78804	0.016788047825962514	0.0	8.998320440000498
21.13489	0.016788047825962514	0.0	9.10797496000032
26.607251	0.016788047825962514	0.0	9.152830900000481
33.496544	0.016788047825962514	0.0	9.185066620000725
42.16965	0.016788047825962514	0.0	9.228777600000285
0.010593	0.021135044593526636	0.0	9.0990173400005
0.013335	0.021135044593526636	0.0	9.1578827000003
0.016788	0.021135044593526636	0.0	9.129427320000104
0.021135	0.021135044593526636	0.0	9.169831300000624
0.026607	0.021135044593526636	0.0	9.156014040000628
0.033497	0.021135044593526636	0.0	9.307630620000054
0.04217	0.021135044593526636	0.0	9.638017940000282
0.053088	0.021135044593526636	0.0	10.271853580000425
0.066834	0.021135044593526636	0.0	11.173029139999926
0.08414	0.021135044593526636	0.0	12.234279459999925
0.105925	0.021135044593526636	0.0	13.148039900000185
0.133352	0.021135044593526636	0.0	13.494395059999988
0.16788	0.021135044593526636	0.0	13.178751460000058
0.211349	0.021135044593526636	0.0	12.443434860000707
0.266073	0.021135044593526636	0.0	11.654680940000617
0.334965	0.021135044593526636	0.0	10.939387940000415
0.421697	0.021135044593526636	0.0	10.273724520000542
0.530884	0.021135044593526636	0.0	9.57539528000052
0.668344	0.021135044593526636	0.0	8.92188804000034
0.841395	0.021135044593526636	0.0	8.224801620000108
1.059254	0.021135044593526636	0.0	7.549564640000426
1.333521	0.021135044593526636	0.0	7.107717040000352
1.678804	0.021135044593526636	0.0	6.6734152600001835
2.113489	0.021135044593526636	0.0	6.479723720000038
2.660725	0.021135044593526636	0.0	6.4009857400005785
3.349654	0.021135044593526636	0.0	6.507267740000316
4.216965	0.021135044593526636	0.0	6.682655860000523
5.308844	0.021135044593526636	0.0	6.924429120000241
6.683439	0.021135044593526636	0.0	7.3529340600007345
8.413951	0.021135044593526636	0.0	7.860478059999878
10.592537	0.021135044593526636	0.0	8.278986700000132
13.335214	0.021135044593526636	0.0	8.69666271999995
16.78804	0.021135044593526636	0.0	9.01000256000043
21.13489	0.021135044593526636	0.0	9.143743120000181
26.607251	0.021135044593526636	0.0	9.194216920000144
33.496544	0.021135044593526636	0.0	9.277320959999997
42.16965	0.021135044593526636	0.0	9.27306518000023
0.010593	0.026607430222152728	0.0	9.119434460000775
0.013335	0.026607430222152728	0.0	9.12452396000026
0.016788	0.026607430222152728	0.0	9.14417006000076
0.021135	0.026607430222152728	0.0	9.157786520000627
0.026607	0.026607430222152728	0.0	9.196134620000521
0.033497	0.026607430222152728	0.0	9.37479416000042
0.04217	0.026607430222152728	0.0	9.85579216000042
0.053088	0.026607430222152728	0.0	10.75143681999998
0.066834	0.026607430222152728	0.0	11.959399600000324
0.08414	0.026607430222152728	0.0	13.391722020000088
0.105925	0.026607430222152728	0.0	14.657167140000638
0.133352	0.026607430222152728	0.0	15.246387279999908
0.16788	0.026607430222152728	0.0	15.226639200000136
0.211349	0.026607430222152728	0.0	14.157088060000206
0.266073	0.026607430222152728	0.0	13.232390340000165
0.334965	0.026607430222152728	0.0	12.334949980000601
0.421697	0.026607430222152728	0.0	11.492704320000485
0.530884	0.026607430222152728	0.0	10.599262900000213
0.668344	0.026607430222152728	0.0	9.75756974000069
0.841395	0.026607430222152728	0.0	8.778223840000464
1.059254	0.026607430222152728	0.0	7.830296720000661
1.333521	0.026607430222152728	0.0	7.198733780000111
1.678804	0.026607430222152728	0.0	6.654309540000213
2.113489	0.026607430222152728	0.0	6.228516220000529
2.660725	0.026607430222152728	0.0	6.036030520000168
3.349654	0.026607430222152728	0.0	6.099292800000512
4.216965	0.026607430222152728	0.0	6.258584539999902
5.308844	0.026607430222152728	0.0	6.522001820000696
6.683439	0.026607430222152728	0.0	7.032915480000156
8.413951	0.026607430222152728	0.0	7.682198299999982
10.592537	0.026607430222152728	0.0	8.148424400000295
13.335214	0.026607430222152728	0.0	8.652257160000772
16.78804	0.026607430222152728	0.0	9.037756360000458
21.13489	0.026607430222152728	0.0	9.225608800000373
26.607251	0.026607430222152728	0.0	9.250133600000481
33.496544	0.026607430222152728	0.0	9.290449720000652
42.16965	0.026607430222152728	0.0	9.347820840000168
0.010593	0.03349651297506523	0.0	9.126214060000166
0.013335	0.03349651297506523	0.0	9.15193950000048
0.016788	0.03349651297506523	0.0	9.169719739999891
0.021135	0.03349651297506523	0.0	9.18785692000074
0.026607	0.03349651297506523	0.0	9.249572280000393
0.033497	0.03349651297506523	0.0	9.506146600000648
0.04217	0.03349651297506523	0.0	10.174992820000625
0.053088	0.03349651297506523	0.0	11.372896740000215
0.066834	0.03349651297506523	0.0	13.0401195000004
0.08414	0.03349651297506523	0.0	14.952914299999975
0.105925	0.03349651297506523	0.0	16.60430476000056
0.133352	0.03349651297506523	0.0	17.492678600000545
0.16788	0.03349651297506523	0.0	17.22102066000025
0.211349	0.03349651297506523	0.0	16.28329624000071
0.266073	0.03349651297506523	0.0	15.262636680000469
0.334965	0.03349651297506523	0.0	14.147775280000133
0.421697	0.03349651297506523	0.0	13.072039900000163
0.530884	0.03349651297506523	0.0	11.994948120000117
0.668344	0.03349651297506523	0.0	10.91372586000034
0.841395	0.03349651297506523	0.0	9.635239960000035
1.059254	0.03349651297506523	0.0	8.370014879999871
1.333521	0.03349651297506523	0.0	7.478425920000518
1.678804	0.03349651297506523	0.0	6.92850942000041
2.113489	0.03349651297506523	0.0	6.03748343999996
2.660725	0.03349651297506523	0.0	5.6875920000002225
3.349654	0.03349651297506523	0.0	5.6721247800005585
4.216965	0.03349651297506523	0.0	5.797740519999934
5.308844	0.03349651297506523	0.0	6.081762020000497
6.683439	0.03349651297506523	0.0	6.687772719999884
8.413951	0.03349651297506523	0.0	7.405851260000418
10.592537	0.03349651297506523	0.0	8.007992180000656
13.335214	0.03349651297506523	0.0	8.618762280000738
16.78804	0.03349651297506523	0.0	9.084592480000538
21.13489	0.03349651297506523	0.0	9.505624600000374
26.607251	0.03349651297506523	0.0	9.328977120000673
33.496544	0.03349651297506523	0.0	9.372200020000491
42.16965	0.03349651297506523	0.0	9.454656880000584
0.010593	0.0421697016289099	0.0	9.137472860000344
0.013335	0.0421697016289099	0.0	9.17546055999992
0.016788	0.0421697016289099	0.0	9.208674120000069
0.021135	0.0421697016289099	0.0	9.232566399999996
0.026607	0.0421697016289099	0.0	9.3203228400007
0.033497	0.0421697016289099	0.0	9.714434299999994
0.04217	0.0421697016289099	0.0	10.630358500000511
0.053088	0.0421697016289099	0.0	12.257687840000472
0.066834	0.0421697016289099	0.0	14.505380040000091
0.08414	0.0421697016289099	0.0	16.95880318000036
0.105925	0.0421697016289099	0.0	19.044721760000357
0.133352	0.0421697016289099	0.0	20.07194729999992
0.16788	0.0421697016289099	0.0	19.82418744000006
0.211349	0.0421697016289099	0.0	18.85623458000009
0.266073	0.0421697016289099	0.0	17.6339178799999
0.334965	0.0421697016289099	0.0	16.412459660000422
0.421697	0.0421697016289099	0.0	15.072496720000345
0.530884	0.0421697016289099	0.0	13.827704379999886
0.668344	0.0421697016289099	0.0	12.408700680000038
0.841395	0.0421697016289099	0.0	10.804632240000501
1.059254	0.0421697016289099	0.0	9.176213480000115
1.333521	0.0421697016289099	0.0	7.968428040000617
1.678804	0.0421697016289099	0.0	6.743787080000402
2.113489	0.0421697016289099	0.0	5.937854900000275
2.660725	0.0421697016289099	0.0	5.3733461600004375
3.349654	0.0421697016289099	0.0	5.245157360000121
4.216965	0.0421697016289099	0.0	5.316009200000735
5.308844	0.0421697016289099	0.0	5.60510118000002
6.683439	0.0421697016289099	0.0	6.307236300000113
8.413951	0.0421697016289099	0.0	7.157131020000634
10.592537	0.0421697016289099	0.0	7.873916800000188
13.335214	0.0421697016289099	0.0	8.600451680000333
16.78804	0.0421697016289099	0.0	9.166436100000283
21.13489	0.0421697016289099	0.0	9.370988040000157
26.607251	0.0421697016289099	0.0	9.43969251999988
33.496544	0.0421697016289099	0.0	9.483449119999932
42.16965	0.0421697016289099	0.0	9.55177176000052
0.010593	0.053088320354612105	0.0	9.167641500000173
0.013335	0.053088320354612105	0.0	9.211661620000086
0.016788	0.053088320354612105	0.0	9.250395500000195
0.021135	0.053088320354612105	0.0	9.298013280000305
0.026607	0.053088320354612105	0.0	9.428844099999878
0.033497	0.053088320354612105	0.0	9.946823220000624
0.04217	0.053088320354612105	0.0	11.240483880000284
0.053088	0.053088320354612105	0.0	13.466541040000266
0.066834	0.053088320354612105	0.0	16.45282884000062
0.08414	0.053088320354612105	0.0	19.549880460000168
0.105925	0.053088320354612105	0.0	22.017175180000777
0.133352	0.053088320354612105	0.0	23.160712960000637
0.16788	0.053088320354612105	0.0	22.866166320000048
0.211349	0.053088320354612105	0.0	21.741085999999996
0.266073	0.053088320354612105	0.0	20.310752340000363
0.334965	0.053088320354612105	0.0	18.91422738000074
0.421697	0.053088320354612105	0.0	17.437950479999927
0.530884	0.053088320354612105	0.0	15.938290560000496
0.668344	0.053088320354612105	0.0	14.221434860000045
0.841395	0.053088320354612105	0.0	12.310755240000617
1.059254	0.053088320354612105	0.0	10.27013604000058
1.333521	0.053088320354612105	0.0	8.700314499999877
1.678804	0.053088320354612105	0.0	7.077188400000523
2.113489	0.053088320354612105	0.0	5.964270420000503
2.660725	0.053088320354612105	0.0	5.12745890000042
3.349654	0.053088320354612105	0.0	4.855213300000287
4.216965	0.053088320354612105	0.0	4.82640162000007
5.308844	0.053088320354612105	0.0	5.167348740000307
6.683439	0.053088320354612105	0.0	5.968382580000252
8.413951	0.053088320354612105	0.0	6.903846279999925
10.592537	0.053088320354612105	0.0	7.752716100000725
13.335214	0.053088320354612105	0.0	8.638257300000078
16.78804	0.053088320354612105	0.0	9.327054020000105
21.13489	0.053088320354612105	0.0	9.52707964000001
26.607251	0.053088320354612105	0.0	9.59554500000013
33.496544	0.053088320354612105	0.0	9.63332274000004
42.16965	0.053088320354612105	0.0	9.712351260000105
0.010593	0.06683468498470534	0.0	9.200660540000172
0.013335	0.06683468498470534	0.0	9.258662500000355
0.016788	0.06683468498470534	0.0	9.316300039999987
0.021135	0.06683468498470534	0.0	9.383983380000245
0.026607	0.06683468498470534	0.0	9.589182319999964
0.033497	0.06683468498470534	0.0	10.33994064000035
0.04217	0.06683468498470534	0.0	12.089825300000484
0.053088	0.06683468498470534	0.0	15.076603660000728
0.066834	0.06683468498470534	0.0	18.976915820000613
0.08414	0.06683468498470534	0.0	22.814223820000734
0.105925	0.06683468498470534	0.0	25.634438720000617
0.133352	0.06683468498470534	0.0	26.71030422000058
0.16788	0.06683468498470534	0.0	26.266391940000176
0.211349	0.06683468498470534	0.0	24.965627980000136
0.266073	0.06683468498470534	0.0	23.374373800000285
0.334965	0.06683468498470534	0.0	21.84670438000012
0.421697	0.06683468498470534	0.0	20.215812020000158
0.530884	0.06683468498470534	0.0	18.48119188000055
0.668344	0.06683468498470534	0.0	16.524676560000444
0.841395	0.06683468498470534	0.0	14.23757938000017
1.059254	0.06683468498470534	0.0	11.742728780000107
1.333521	0.06683468498470534	0.0	9.736123640000187
1.678804	0.06683468498470534	0.0	7.697415739999997
2.113489	0.06683468498470534	0.0	6.2179441600001155
2.660725	0.06683468498470534	0.0	5.022497960000692
3.349654	0.06683468498470534	0.0	4.503051059999962
4.216965	0.06683468498470534	0.0	4.374390240000139
5.308844	0.06683468498470534	0.0	4.6284340600004725
6.683439	0.06683468498470534	0.0	5.56342204000066
8.413951	0.06683468498470534	0.0	6.979259060000004
10.592537	0.06683468498470534	0.0	7.663769800000409
13.335214	0.06683468498470534	0.0	8.70312648000072
16.78804	0.06683468498470534	0.0	9.500894900000276
21.13489	0.06683468498470534	0.0	9.798610340000778
26.607251	0.06683468498470534	0.0	9.812621179999951
33.496544	0.06683468498470534	0.0	9.834514660000423
42.16965	0.06683468498470534	0.0	9.923062520000713
0.010593	0.08413950463097145	0.0	9.238227460000417
0.013335	0.08413950463097145	0.0	9.31689637999989
0.016788	0.08413950463097145	0.0	9.40677894000055
0.021135	0.08413950463097145	0.0	9.507520840000325
0.026607	0.08413950463097145	0.0	9.813255959999879
0.033497	0.08413950463097145	0.0	10.84393812000053
0.04217	0.08413950463097145	0.0	13.212253239999882
0.053088	0.08413950463097145	0.0	17.136920800000553
0.066834	0.08413950463097145	0.0	22.117028480000045
0.08414	0.08413950463097145	0.0	26.818541440000445
0.105925	0.08413950463097145	0.0	29.9276346000006
0.133352	0.08413950463097145	0.0	30.9686981800005
0.16788	0.08413950463097145	0.0	30.281725079999887
0.211349	0.08413950463097145	0.0	28.880004620000364
0.266073	0.08413950463097145	0.0	27.234483199999886
0.334965	0.08413950463097145	0.0	25.472417940000014
0.421697	0.08413950463097145	0.0	23.715761260000363
0.530884	0.08413950463097145	0.0	21.779603920000227
0.668344	0.08413950463097145	0.0	19.45348858000034
0.841395	0.08413950463097145	0.0	16.75231740000072
1.059254	0.08413950463097145	0.0	13.766371900000195
1.333521	0.08413950463097145	0.0	11.271977280000101
1.678804	0.08413950463097145	0.0	8.677960940000048
2.113489	0.08413950463097145	0.0	6.724108720000004
2.660725	0.08413950463097145	0.0	5.082383180000761
3.349654	0.08413950463097145	0.0	4.325051720000374
4.216965	0.08413950463097145	0.0	4.0079456200001005
5.308844	0.08413950463097145	0.0	4.2213609400005225
6.683439	0.08413950463097145	0.0	5.252786519999972
8.413951	0.08413950463097145	0.0	6.48879856000076
10.592537	0.08413950463097145	0.0	7.710612120000405
13.335214	0.08413950463097145	0.0	8.865649100000155
16.78804	0.08413950463097145	0.0	9.800880280000456
21.13489	0.08413950463097145	0.0	10.068939120000323
26.607251	0.08413950463097145	0.0	10.11165179999989
33.496544	0.08413950463097145	0.0	10.108049860000392
42.16965	0.08413950463097145	0.0	10.248133099999905
0.010593	0.10592533563095309	0.0	9.296796600000562
0.013335	0.10592533563095309	0.0	9.404057540000395
0.016788	0.10592533563095309	0.0	9.529742239999905
0.021135	0.10592533563095309	0.0	9.69142095999996
0.026607	0.10592533563095309	0.0	10.1376278000007
0.033497	0.10592533563095309	0.0	11.540889200000493
0.04217	0.10592533563095309	0.0	14.684296920000634
0.053088	0.10592533563095309	0.0	19.713304580000113
0.066834	0.10592533563095309	0.0	25.85222356000031
0.08414	0.10592533563095309	0.0	31.621741040000416
0.105925	0.10592533563095309	0.0	35.57168963999993
0.133352	0.10592533563095309	0.0	36.80293444000017
0.16788	0.10592533563095309	0.0	35.864325080000526
0.211349	0.10592533563095309	0.0	34.24166340000011
0.266073	0.10592533563095309	0.0	32.420285660000445
0.334965	0.10592533563095309	0.0	30.719948160000058
0.421697	0.10592533563095309	0.0	28.838556680000693
0.530884	0.10592533563095309	0.0	26.61036065999997
0.668344	0.10592533563095309	0.0	23.79614304000006
0.841395	0.10592533563095309	0.0	20.636826400000245
1.059254	0.10592533563095309	0.0	16.851816840000538
1.333521	0.10592533563095309	0.0	13.750254420000601
1.678804	0.10592533563095309	0.0	10.519705560000148
2.113489	0.10592533563095309	0.0	7.947215680000227
2.660725	0.10592533563095309	0.0	5.7006350600004225
3.349654	0.10592533563095309	0.0	4.519755540000006
4.216965	0.10592533563095309	0.0	3.8901014400007625
5.308844	0.10592533563095309	0.0	3.9595480600000883
6.683439	0.10592533563095309	0.0	5.0840673600005175
8.413951	0.10592533563095309	0.0	6.40353174000029
10.592537	0.10592533563095309	0.0	7.68668168000022
13.335214	0.10592533563095309	0.0	9.147659940000267
16.78804	0.10592533563095309	0.0	10.234102500000517
21.13489	0.10592533563095309	0.0	10.515890440000476
26.607251	0.10592533563095309	0.0	10.519356120000339
33.496544	0.10592533563095309	0.0	10.475504400000318
42.16965	0.10592533563095309	0.0	10.584961160000603
0.010593	0.13335225137600618	0.0	9.368777919999957
0.013335	0.13335225137600618	0.0	9.562276120000206
0.016788	0.13335225137600618	0.0	9.700665560000743
0.021135	0.13335225137600618	0.0	9.960227560000021
0.026607	0.13335225137600618	0.0	10.606460440000774
0.033497	0.13335225137600618	0.0	12.495006420000209
0.04217	0.13335225137600618	0.0	16.577087340000617
0.053088	0.13335225137600618	0.0	22.93485422000049
0.066834	0.13335225137600618	0.0	30.535546240000258
0.08414	0.13335225137600618	0.0	38.11133805999998
0.105925	0.13335225137600618	0.0	43.67839970000023
0.133352	0.13335225137600618	0.0	45.941793440000765
0.16788	0.13335225137600618	0.0	45.22328072000073
0.211349	0.13335225137600618	0.0	43.42648098000063
0.266073	0.13335225137600618	0.0	41.47188241999993
0.334965	0.13335225137600618	0.0	39.5709729400005
0.421697	0.13335225137600618	0.0	37.50322886000049
0.530884	0.13335225137600618	0.0	34.32513958000072
0.668344	0.13335225137600618	0.0	30.665267560000757
0.841395	0.13335225137600618	0.0	26.491093760000695
1.059254	0.13335225137600618	0.0	21.784150559999944
1.333521	0.13335225137600618	0.0	17.80797602000075
1.678804	0.13335225137600618	0.0	13.731759680000323
2.113489	0.13335225137600618	0.0	10.341383020000649
2.660725	0.13335225137600618	0.0	7.262715620000563
3.349654	0.13335225137600618	0.0	5.421814600000289
4.216965	0.13335225137600618	0.0	4.26645230000031
5.308844	0.13335225137600618	0.0	4.02379861999998
6.683439	0.13335225137600618	0.0	5.129095740000594
8.413951	0.13335225137600618	0.0	6.432284660000732
10.592537	0.13335225137600618	0.0	7.870804640000642
13.335214	0.13335225137600618	0.0	9.589123200000358
16.78804	0.13335225137600618	0.0	10.843537460000334
21.13489	0.13335225137600618	0.0	11.160900599999877
26.607251	0.13335225137600618	0.0	11.07695418000003
33.496544	0.13335225137600618	0.0	10.96518414000002
42.16965	0.13335225137600618	0.0	11.08854995999991
0.010593	0.16788012532534685	0.0	9.465826120000202
0.013335	0.16788012532534685	0.0	9.686892220000118
0.016788	0.16788012532534685	0.0	9.960028060000695
0.021135	0.16788012532534685	0.0	10.386880080000083
0.026607	0.16788012532534685	0.0	11.284994059999917
0.033497	0.16788012532534685	0.0	13.78215911999996
0.04217	0.16788012532534685	0.0	19.080574080000588
0.053088	0.16788012532534685	0.0	27.196664740000415
0.066834	0.16788012532534685	0.0	37.58237989999998
0.08414	0.16788012532534685	0.0	48.310057280000365
0.105925	0.16788012532534685	0.0	56.462154400000145
0.133352	0.16788012532534685	0.0	60.63838612000018
0.16788	0.16788012532534685	0.0	60.804801740000585
0.211349	0.16788012532534685	0.0	59.18786772000021
0.266073	0.16788012532534685	0.0	56.53677083999992
0.334965	0.16788012532534685	0.0	53.870107120000284
0.421697	0.16788012532534685	0.0	50.95057432000067
0.530884	0.16788012532534685	0.0	47.12520680000034
0.668344	0.16788012532534685	0.0	41.991876640000555
0.841395	0.16788012532534685	0.0	36.289936480000506
1.059254	0.16788012532534685	0.0	29.753478700000414
1.333521	0.16788012532534685	0.0	24.101030440000613
1.678804	0.16788012532534685	0.0	18.676382680000643
2.113489	0.16788012532534685	0.0	14.158994800000073
2.660725	0.16788012532534685	0.0	10.06658286000038
3.349654	0.16788012532534685	0.0	7.318213840000681
4.216965	0.16788012532534685	0.0	5.3994867199999135
5.308844	0.16788012532534685	0.0	4.5618716400003905
6.683439	0.16788012532534685	0.0	5.52461706000031
8.413951	0.16788012532534685	0.0	6.64479830000073
10.592537	0.16788012532534685	0.0	8.204972720000114
13.335214	0.16788012532534685	0.0	10.225513760000467
16.78804	0.16788012532534685	0.0	11.668744540000262
21.13489	0.16788012532534685	0.0	11.946742699999959
26.607251	0.16788012532534685	0.0	11.806891740000538
33.496544	0.16788012532534685	0.0	11.611302240000441
42.16965	0.16788012532534685	0.0	11.75841304000005
0.010593	0.2113491084632907	0.0	9.608057740000731
0.013335	0.2113491084632907	0.0	9.922115719999965
0.016788	0.2113491084632907	0.0	10.372718560000067
0.021135	0.2113491084632907	0.0	10.977769140000419
0.026607	0.2113491084632907	0.0	12.284662179999941
0.033497	0.2113491084632907	0.0	15.561423160000231
0.04217	0.2113491084632907	0.0	22.50356154000019
0.053088	0.2113491084632907	0.0	33.38210530000015
0.066834	0.2113491084632907	0.0	48.510477540000466
0.08414	0.2113491084632907	0.0	64.48867512000015
0.105925	0.2113491084632907	0.0	77.93499472000076
0.133352	0.2113491084632907	0.0	85.91640536000068
0.16788	0.2113491084632907	0.0	87.89293874000032
0.211349	0.2113491084632907	0.0	86.13318082000023
0.266073	0.2113491084632907	0.0	81.83203318000051
0.334965	0.2113491084632907	0.0	76.76593844000035
0.421697	0.2113491084632907	0.0	72.2437877400007
0.530884	0.2113491084632907	0.0	66.70113846000004
0.668344	0.2113491084632907	0.0	59.490198420000524
0.841395	0.2113491084632907	0.0	51.46244910000041
1.059254	0.2113491084632907	0.0	42.16425565999998
1.333521	0.2113491084632907	0.0	33.86831736000022
1.678804	0.2113491084632907	0.0	25.919432020000386
2.113489	0.2113491084632907	0.0	19.25104570000076
2.660725	0.2113491084632907	0.0	13.836046320000605
3.349654	0.2113491084632907	0.0	10.09103936000065
4.216965	0.2113491084632907	0.0	7.129949680000209
5.308844	0.2113491084632907	0.0	5.528417200000149
6.683439	0.2113491084632907	0.0	6.159909800000605
8.413951	0.2113491084632907	0.0	6.973563040000045
10.592537	0.2113491084632907	0.0	8.650772460000553
13.335214	0.2113491084632907	0.0	11.065934920000473
16.78804	0.2113491084632907	0.0	12.728927580000345
21.13489	0.2113491084632907	0.0	13.027438020000773
26.607251	0.2113491084632907	0.0	12.770781580000403
33.496544	0.2113491084632907	0.0	12.462227940000048
42.16965	0.2113491084632907	0.0	12.652228840000134
0.010593	0.2660733318592057	0.0	9.805309680000391
0.013335	0.2660733318592057	0.0	10.267971580000449
0.016788	0.2660733318592057	0.0	10.947709820000455
0.021135	0.2660733318592057	0.0	11.953330320000532
0.026607	0.2660733318592057	0.0	13.818413599999985
0.033497	0.2660733318592057	0.0	18.182244040000114
0.04217	0.2660733318592057	0.0	27.31965115999992
0.053088	0.2660733318592057	0.0	42.900564240000676
0.066834	0.2660733318592057	0.0	65.01872215999992
0.08414	0.2660733318592057	0.0	90.10827748000065
0.105925	0.2660733318592057	0.0	112.48672635999992
0.133352	0.2660733318592057	0.0	127.3804000400005
0.16788	0.2660733318592057	0.0	132.82022706000043
0.211349	0.2660733318592057	0.0	130.6995548800005
